City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Basco,PH,20.4487,121.9702,78.35,79,40,17.18,scattered clouds
345,Mwene-Ditu,CD,-7.0,23.45,64.13,93,100,2.93,overcast clouds
346,Takoradi,GH,4.8845,-1.7554,77.4,82,0,0.83,clear sky
347,Grass Valley,US,39.2191,-121.0611,49.19,57,0,8.05,clear sky
348,Tukums,LV,56.9669,23.1553,27.75,97,76,3.0,broken clouds
349,Berlevag,NO,70.8578,29.0864,35.64,78,91,28.27,overcast clouds
350,Tautira,PF,-17.7333,-149.15,77.02,76,81,15.19,broken clouds
351,Monte Carmelo,BR,-18.7247,-47.4986,67.82,88,1,3.06,clear sky
352,Klaksvik,FO,62.2266,-6.589,49.12,85,81,35.08,broken clouds
353,Forestville,US,38.8451,-76.875,28.33,53,0,6.91,clear sky
354,Tiarei,PF,-17.5333,-149.3333,77.02,75,99,13.89,overcast clouds
355,Markova,UA,48.6758,24.4138,21.78,95,100,8.1,light snow
356,Fortuna,US,40.5982,-124.1573,62.94,80,0,6.87,clear sky
357,Homer,US,59.6425,-151.5483,42.69,61,20,4.61,few clouds
358,Lukovetskiy,RU,64.2956,41.9211,8.58,99,64,4.52,broken clouds
359,Kholmogory,RU,64.2229,41.656,8.71,99,59,4.52,broken clouds
360,Sandviken,SE,60.6167,16.7667,35.15,82,100,6.06,overcast clouds
361,Kapoeta,SS,4.7717,33.5903,80.62,28,78,10.58,broken clouds
362,Marrakesh,MA,31.6315,-8.0083,59.07,51,75,8.05,broken clouds
363,Zihuatanejo,MX,17.6333,-101.55,75.06,75,42,4.16,scattered clouds
364,Kaputa,ZM,-8.4689,29.6619,67.26,91,100,2.98,light rain
365,Worcester,US,42.3334,-71.8328,19.47,79,0,1.99,clear sky
366,Pahrump,US,36.2083,-115.9839,52.32,26,9,1.99,clear sky
367,Key West,US,24.5557,-81.7826,71.6,86,100,10.36,overcast clouds
368,Karpathos,GR,35.507,27.2132,40.96,70,80,13.8,broken clouds
369,Kuytun,RU,54.3419,101.5036,10.4,92,100,6.04,light snow
370,Zabol,AF,32.25,67.25,27.34,64,6,10.67,clear sky
371,Mandal,IN,25.45,74.5667,61.39,49,2,5.68,clear sky
372,Rio Gallegos,AR,-51.6226,-69.2181,50.05,100,40,5.75,light rain
373,Lyuban,BY,52.7985,28.0048,12.9,93,66,8.08,broken clouds
374,Trairi,BR,-3.2778,-39.2689,77.11,78,46,5.53,scattered clouds
375,Semey,KZ,50.4111,80.2275,-12.78,84,0,4.47,clear sky
376,Miles City,US,46.4083,-105.8406,36.57,80,100,9.22,overcast clouds
377,Keti Bandar,PK,24.1447,67.4497,63.55,24,0,8.25,clear sky
378,Nouadhibou,MR,20.931,-17.0347,66.18,77,90,10.36,overcast clouds
379,Klin,RU,56.3333,36.7333,4.57,99,95,2.35,overcast clouds
380,Coquimbo,CL,-29.9533,-71.3436,63.77,76,0,2.21,clear sky
381,Puerto Carreno,CO,6.189,-67.4859,79.95,57,35,7.4,scattered clouds
382,Kloulklubed,PW,7.0419,134.2556,84.7,81,99,21.97,overcast clouds
383,Lata,PT,40.1629,-8.3327,45.81,75,1,5.1,clear sky
384,Hay River,CA,60.8156,-115.7999,-2.22,78,100,5.75,snow
385,Sao Borja,BR,-28.6606,-56.0044,82.94,39,27,7.02,scattered clouds
386,Byron Bay,AU,-28.65,153.6167,78.75,78,56,11.3,broken clouds
387,Chubbuck,US,42.9208,-112.4661,21.09,86,100,3.44,overcast clouds
388,Kautokeino,NO,69.0125,23.0412,29.48,82,72,20.2,broken clouds
389,Wichita Falls,US,33.9137,-98.4934,35.73,45,0,4.61,clear sky
390,Boende,CD,-0.2167,20.8667,71.47,67,99,1.34,overcast clouds
391,Barcelos,PT,41.5388,-8.6151,46.54,62,2,5.66,clear sky
392,Prince Rupert,CA,54.3161,-130.3201,46.49,55,100,16.11,overcast clouds
393,Pyapon,MM,16.2833,95.6833,83.32,32,16,3.76,few clouds
394,Menongue,AO,-14.6585,17.691,60.89,89,97,2.93,overcast clouds
395,Clyde River,CA,70.4692,-68.5914,-12.77,77,100,14.97,overcast clouds
396,Churapcha,RU,62.0025,132.4325,-12.44,93,100,3.29,overcast clouds
397,Pangnirtung,CA,66.1451,-65.7125,1.45,97,100,4.81,light snow
398,Eunice,US,30.4944,-92.4176,33.76,57,5,5.84,clear sky
399,Faya,SA,18.3851,42.4509,51.91,46,100,4.25,overcast clouds
400,Cap Malheureux,MU,-19.9842,57.6142,84.47,78,35,8.01,scattered clouds
401,Puerto Del Rosario,ES,28.5004,-13.8627,58.68,82,98,4.61,overcast clouds
402,Kangaatsiaq,GL,68.3065,-53.4641,-1.5,83,100,12.62,overcast clouds
403,Bathsheba,BB,13.2167,-59.5167,75.81,69,20,16.11,few clouds
404,Mujiayingzi,CN,42.1167,118.7833,21.63,43,0,3.69,clear sky
405,Mweka,CD,-4.85,21.5667,66.15,99,92,2.26,light rain
406,Cartagena,CO,10.3997,-75.5144,78.42,89,40,9.22,scattered clouds
407,Salinopolis,BR,-0.6136,-47.3561,77.52,88,99,7.85,overcast clouds
408,Akdepe,TM,42.0551,59.3788,21.2,85,31,8.19,scattered clouds
409,Lavrentiya,RU,65.5833,-171.0,-3.28,99,100,5.86,overcast clouds
410,Davila,PH,18.4726,120.5763,85.98,69,57,8.43,broken clouds
411,Hue,VN,16.4667,107.6,78.91,78,40,4.61,scattered clouds
412,Cayenne,GF,4.9333,-52.3333,78.1,87,75,1.99,broken clouds
413,Nan,TH,18.8333,100.6667,75.22,69,20,3.44,few clouds
414,Portree,GB,57.4129,-6.1942,45.86,95,100,20.47,overcast clouds
415,Liwale,TZ,-9.7667,37.9333,69.24,97,100,3.51,overcast clouds
416,Burns Lake,CA,54.2331,-125.7533,17.02,96,76,3.51,broken clouds
417,Loudi,CN,27.7344,111.9944,41.07,82,100,4.43,overcast clouds
418,Ola,RU,59.5833,151.2833,2.14,87,14,5.26,few clouds
419,Canatlan,MX,24.5167,-104.7833,47.77,65,21,7.27,few clouds
420,Isangel,VU,-19.55,169.2667,89.71,74,20,6.91,few clouds
421,Urumqi,CN,43.801,87.6005,14.95,86,75,2.24,mist
422,Lebu,CL,-37.6167,-73.65,53.6,81,0,3.76,clear sky
423,Gorontalo,ID,0.5412,123.0595,89.65,58,76,4.85,broken clouds
424,Townsville,AU,-19.25,146.8,85.08,66,75,11.5,light rain
425,Beringovskiy,RU,63.05,179.3167,-7.02,94,100,7.02,overcast clouds
426,Sundargarh,IN,22.1167,84.0333,68.0,52,88,2.98,overcast clouds
427,Buzmeyin,TM,38.0507,58.2056,22.73,100,2,6.91,clear sky
428,Elliot,ZA,-31.3333,27.85,61.43,60,59,4.36,broken clouds
429,Emet,TR,39.343,29.2585,6.8,99,100,1.68,overcast clouds
430,Wahiawa,US,21.5028,-158.0236,75.52,72,0,8.05,clear sky
431,San Rafael,AR,-34.6177,-68.3301,69.76,79,0,3.13,clear sky
432,Meulaboh,ID,4.1363,96.1285,85.33,63,40,4.43,scattered clouds
433,Okha,RU,53.5739,142.9478,2.07,86,69,14.23,broken clouds
434,Mitsamiouli,KM,-11.3847,43.2844,79.09,94,75,21.85,thunderstorm with rain
435,Nowy Dwor Gdanski,PL,54.2131,19.1177,34.21,82,93,4.18,overcast clouds
436,Shimoda,JP,34.6667,138.95,48.56,53,100,5.75,overcast clouds
437,Marawi,PH,7.9986,124.2928,72.64,84,78,3.27,broken clouds
438,Seddon,AU,-37.8068,144.8916,98.2,31,0,12.66,clear sky
439,Tandil,AR,-37.3217,-59.1332,65.3,67,100,13.0,overcast clouds
440,Lalmohan,BD,22.3384,90.7419,72.79,50,6,5.41,clear sky
441,Zhongshan,CN,21.3226,110.5829,67.75,91,95,11.3,moderate rain
442,Limpapa,PH,7.1197,121.9106,81.73,74,50,4.61,scattered clouds
443,Lethem,GY,3.3803,-59.7968,76.32,79,92,11.12,overcast clouds
444,Kyzyl-Suu,KG,42.3414,78.0056,24.94,57,100,1.43,overcast clouds
445,Marechal Candido Rondon,BR,-24.5561,-54.0567,77.25,53,27,4.63,scattered clouds
446,Chapais,CA,49.7834,-74.8492,4.78,95,100,8.61,light snow
447,Rosarito,MX,32.3333,-117.0333,63.32,40,3,4.36,clear sky
448,Amapa,BR,1.0,-52.0,70.63,99,46,2.66,scattered clouds
449,Faanui,PF,-16.4833,-151.75,81.59,75,100,14.81,light rain
450,Manicore,BR,-5.8092,-61.3003,72.79,99,99,1.05,very heavy rain
451,Coron,PH,11.9986,120.2043,85.37,63,49,11.86,scattered clouds
452,Lujan,AR,-34.5703,-59.105,71.35,96,64,4.0,light rain
453,Ostrovnoy,RU,68.0531,39.5131,22.77,85,100,37.11,overcast clouds
454,Khovu-Aksy,RU,51.1333,93.6,8.69,87,56,1.36,broken clouds
455,Lorengau,PG,-2.0226,147.2712,83.97,69,98,6.6,overcast clouds
456,Hudson Bay,CA,52.85,-102.3842,-17.66,97,68,4.12,broken clouds
457,Pundaguitan,PH,6.3711,126.1689,80.58,77,96,6.2,overcast clouds
458,Kumphawapi,TH,17.1087,103.0149,79.72,85,82,3.4,broken clouds
459,Kamenka,RU,51.3223,42.7678,17.74,96,100,6.98,overcast clouds
460,Dakar,SN,14.6937,-17.4441,79.68,43,91,14.16,overcast clouds
461,Yurino,RU,56.2942,46.3039,20.52,100,92,3.24,overcast clouds
462,Lakatoro,VU,-16.0999,167.4164,85.91,72,99,8.75,overcast clouds
463,Aitape,PG,-3.1374,142.3475,82.69,79,100,4.61,overcast clouds
464,Scarborough,GB,54.2797,-0.4044,40.57,91,72,6.06,broken clouds
465,Honiara,SB,-9.4333,159.95,86.97,67,68,6.17,broken clouds
466,Ponta Delgada,PT,37.7333,-25.6667,55.51,76,40,11.5,scattered clouds
467,La Asuncion,VE,11.0333,-63.8628,76.73,83,4,16.11,clear sky
468,Marsh Harbour,BS,26.5412,-77.0636,71.69,83,100,14.97,overcast clouds
469,Atasu,KZ,48.6814,71.6433,12.94,81,100,2.39,light snow
470,Poum,NC,-20.2333,164.0167,79.93,77,59,15.9,broken clouds
471,Harper,LR,4.375,-7.7169,75.63,84,5,5.03,clear sky
472,Chicama,PE,-7.8447,-79.1469,66.74,77,21,4.09,few clouds
473,Novopokrovka,UA,49.8425,36.5477,23.38,98,100,3.09,overcast clouds
474,Tamluk,IN,22.3,87.9167,69.78,46,29,6.15,scattered clouds
475,Imeni Poliny Osipenko,RU,52.4201,136.4853,-4.76,92,97,6.78,overcast clouds
476,Kulhudhuffushi,MV,6.6221,73.07,80.42,70,94,12.53,overcast clouds
477,Geraldton,AU,-28.7667,114.6,109.81,7,0,4.61,clear sky
478,Tumaco,CO,1.7986,-78.8156,75.58,92,94,4.23,moderate rain
479,Koshurnikovo,RU,54.1667,93.3,0.86,93,84,1.92,broken clouds
480,Mehamn,NO,71.0357,27.8492,35.6,79,70,33.53,light rain
481,Muromtsevo,RU,56.3724,75.2418,-3.5,98,73,4.97,broken clouds
482,Aksha,RU,50.2814,113.2867,8.31,83,100,2.3,overcast clouds
483,Montepuez,MZ,-13.1256,38.9997,70.3,92,93,5.88,overcast clouds
484,Tsabong,BW,-26.0217,22.401,69.58,31,50,10.63,scattered clouds
485,Asfi,MA,32.2994,-9.2372,61.27,81,94,9.26,overcast clouds
486,Sedhiou,SN,12.7081,-15.5569,68.94,21,9,3.65,clear sky
487,Acarau,BR,-2.8856,-40.12,77.74,83,88,9.28,overcast clouds
488,Mount Gambier,AU,-37.8333,140.7667,91.31,22,40,13.8,light rain
489,Swellendam,ZA,-34.0226,20.4417,62.98,35,44,4.36,scattered clouds
490,General Roca,AR,-39.0333,-67.5833,65.62,33,0,15.99,clear sky
491,Marabba,SD,12.35,32.1833,65.66,26,67,9.6,broken clouds
492,Manono,CD,-7.3,27.4167,68.32,96,100,1.81,overcast clouds
493,Saurimo,AO,-9.6608,20.3916,63.88,98,100,1.72,light rain
494,Coihaique,CL,-45.5752,-72.0662,48.15,87,75,3.44,light rain
495,Pinyug,RU,60.251,47.7842,10.63,97,100,2.39,snow
496,Hochst,AT,47.4593,9.6405,36.39,94,20,1.14,few clouds
497,Virginia Beach,US,36.8529,-75.978,28.02,92,0,0.0,fog
498,Aberdeen,GB,57.1437,-2.0981,45.5,93,100,6.91,overcast clouds
499,Conceicao Das Alagoas,BR,-19.9147,-48.3883,71.76,86,20,5.44,few clouds
500,Chaman,PK,30.9236,66.4512,34.39,56,0,4.23,clear sky
501,Henties Bay,NA,-22.116,14.2845,72.86,85,77,2.71,broken clouds
502,Methoni,GR,36.8197,21.7049,41.22,57,72,19.64,broken clouds
503,Hambantota,LK,6.1241,81.1185,79.14,89,20,2.3,few clouds
504,Serov,RU,59.6033,60.5787,-4.13,99,64,3.29,broken clouds
505,Viedma,AR,-40.8135,-62.9967,69.01,37,0,10.69,clear sky
506,Norfolk,US,42.1668,-71.2495,21.6,81,0,0.0,clear sky
507,Fallon,US,39.4735,-118.7774,31.42,68,0,4.61,clear sky
508,Valera,VE,9.3178,-70.6036,69.6,88,20,4.65,few clouds
509,Palu,ID,-0.8917,119.8707,90.25,54,22,5.86,few clouds
510,Iqaluit,CA,63.7506,-68.5145,-4.27,70,75,3.0,light snow
511,Ronne,DK,55.1009,14.7066,39.11,93,100,5.75,overcast clouds
512,Ibra,OM,22.6906,58.5334,60.04,46,0,1.16,clear sky
513,Waverly,US,42.7392,-84.6208,25.07,86,0,0.0,clear sky
514,Tabora,TZ,-5.0167,32.8,65.98,94,75,11.5,moderate rain
515,Male,MV,4.1748,73.5089,84.15,65,75,4.61,broken clouds
516,Enshi,CN,30.3,109.4833,44.98,90,100,0.4,overcast clouds
517,Valparaiso,CL,-33.0393,-71.6273,62.24,63,0,4.61,clear sky
518,Tazovskiy,RU,67.4667,78.7,-5.19,100,92,5.97,overcast clouds
519,Airai,TL,-8.9266,125.4092,74.48,61,63,4.29,broken clouds
520,Vila,PT,42.0304,-8.1588,33.33,76,0,3.6,clear sky
521,Abrau-Dyurso,RU,44.69,37.59,27.86,89,100,12.26,light snow
522,Lazaro Cardenas,MX,17.9583,-102.2,72.66,82,20,4.97,few clouds
523,Nea Kallikratia,GR,40.3167,23.0667,34.65,60,9,1.99,clear sky
524,Winchester,GB,51.0651,-1.3187,41.49,76,100,2.3,overcast clouds
525,Surt,LY,31.2089,16.5887,56.57,62,21,15.35,few clouds
526,Winneba,GH,5.3511,-0.6231,76.05,85,0,2.39,clear sky
527,Price,US,39.5994,-110.8107,31.12,69,0,8.05,clear sky
528,Ginda,IN,30.6945,78.4932,44.4,69,100,4.29,overcast clouds
529,El Bagre,CO,7.5927,-74.8086,73.92,96,99,1.59,overcast clouds
530,Talnakh,RU,69.4865,88.3972,11.21,95,100,9.26,light snow
531,Kaeo,NZ,-35.1,173.7833,72.32,77,100,4.43,overcast clouds
532,Sur,OM,22.5667,59.5289,67.53,53,0,11.48,clear sky
533,Nakusp,CA,50.2499,-117.8023,31.48,100,63,2.3,broken clouds
534,Bacolod,PH,10.6667,122.95,86.68,63,47,11.92,scattered clouds
535,Bandarbeyla,SO,9.4942,50.8122,76.98,64,55,18.66,broken clouds
536,Makushino,RU,55.2103,67.2442,-7.17,100,83,2.28,broken clouds
537,Ust-Omchug,RU,61.15,149.6333,-27.51,98,86,3.42,overcast clouds
538,Iacobeni,RO,47.4333,25.3167,18.1,40,100,3.31,overcast clouds
539,Peterhead,GB,57.5058,-1.7981,43.12,85,99,6.11,overcast clouds
540,Moerai,PF,-22.4333,-151.3333,79.88,76,100,22.12,overcast clouds
541,Zverinogolovskoye,RU,54.4586,64.8542,-8.68,97,98,3.71,overcast clouds
542,Teahupoo,PF,-17.8333,-149.2667,71.56,77,94,16.91,overcast clouds
543,Alappuzha,IN,9.49,76.3264,80.96,68,93,7.83,overcast clouds
544,Yumen,CN,40.2833,97.2,27.97,37,0,4.79,clear sky
545,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,87,0,7.0,clear sky
546,Tommot,RU,58.9564,126.2925,7.79,91,100,9.04,overcast clouds
547,Balkanabat,TM,39.5108,54.3671,40.46,48,1,13.53,clear sky
548,Darhan,MN,49.4867,105.9228,8.89,89,100,0.51,overcast clouds
549,Wanning,CN,18.8003,110.3967,79.16,71,30,8.52,scattered clouds
550,Arlit,NE,18.7369,7.3853,56.71,22,39,5.26,scattered clouds
551,Te Anau,NZ,-45.4167,167.7167,70.16,42,20,5.53,few clouds
552,Whitehorse,CA,60.7161,-135.0538,36.37,69,75,13.8,broken clouds
553,Sechura,PE,-5.5569,-80.8222,73.02,74,82,8.52,broken clouds
554,Parambu,BR,-6.2111,-40.6944,68.5,86,50,0.6,scattered clouds
555,Tukrah,LY,32.5341,20.5791,52.14,60,82,14.92,broken clouds
556,Sena Madureira,BR,-9.0656,-68.6569,71.53,98,90,2.19,overcast clouds
557,Singarayakonda,IN,15.25,80.0333,82.36,61,5,8.28,clear sky
558,Qui Nhon,VN,13.7667,109.2333,77.92,75,3,5.99,clear sky
559,Millinocket,US,45.6573,-68.7098,9.41,84,20,3.44,few clouds
560,Ortona,IT,42.3496,14.4039,38.28,68,50,4.54,scattered clouds
561,Great Yarmouth,GB,52.6083,1.7305,41.25,93,9,5.7,clear sky
562,Kostomuksha,RU,64.571,30.5767,19.47,93,100,14.83,light snow
563,Luganville,VU,-15.5333,167.1667,85.46,76,96,7.99,overcast clouds
564,Ban Nahin,LA,18.2418,104.2122,79.16,63,65,3.98,broken clouds
565,Barsovo,RU,61.1667,73.1667,10.53,100,92,3.44,overcast clouds
566,Taoudenni,ML,22.6783,-3.9836,60.49,24,55,9.98,broken clouds
567,Octeville,FR,49.6261,-1.6435,41.92,81,100,4.61,overcast clouds
568,Palora,EC,-1.7,-77.9333,66.81,95,61,2.68,broken clouds
569,Aviles,ES,43.5547,-5.9248,39.76,81,0,5.75,clear sky
570,Burgeo,CA,47.6167,-57.6152,19.47,81,100,11.79,overcast clouds
571,Filingue,NE,14.3521,3.3168,58.82,20,1,10.22,clear sky
572,Okakarara,NA,-20.5833,17.4333,64.17,48,52,4.88,broken clouds
573,San Policarpo,PH,12.1791,125.5072,80.8,77,75,9.75,broken clouds
574,Sakaiminato,JP,35.55,133.2333,39.18,87,100,4.61,light rain
575,Mezen,RU,65.8522,44.24,0.79,96,73,9.22,broken clouds
576,Pauini,BR,-7.7136,-66.9764,69.62,99,99,2.64,overcast clouds
577,Tecoanapa,MX,16.5167,-98.75,74.86,77,0,4.16,clear sky
578,Mount Isa,AU,-20.7333,139.5,82.17,74,40,9.22,light rain
579,Wewak,PG,-3.5534,143.6268,83.7,74,93,8.68,overcast clouds
580,Biltine,TD,14.5333,20.9167,63.03,13,19,6.35,few clouds
581,Ziri,SI,46.0422,14.1072,33.91,83,46,0.74,scattered clouds
582,Freeport,US,40.6576,-73.5832,28.96,61,20,8.99,few clouds
583,Palana,RU,59.1167,159.9667,-8.0,94,79,4.34,broken clouds
584,Penzance,GB,50.1186,-5.5371,43.77,86,77,7.07,broken clouds
585,Yishui,CN,35.7847,118.6281,34.9,72,98,14.74,overcast clouds
586,Tabat,ID,-2.635,115.2274,86.76,61,75,2.48,broken clouds
587,Oranjestad,AW,12.524,-70.027,78.75,69,20,16.11,few clouds
588,Phibun Mangsahan,TH,15.2447,105.2291,83.08,44,9,6.2,clear sky
589,Hermosillo,MX,29.0667,-110.9667,63.68,44,0,1.01,clear sky
590,Guerrero Negro,MX,27.9769,-114.0611,60.69,73,0,8.7,clear sky
591,Nanortalik,GL,60.1432,-45.2371,15.13,70,84,4.68,broken clouds
592,Dzerzhinsk,RU,56.2389,43.4631,12.02,92,20,4.47,few clouds
593,Ambon,ID,-3.6954,128.1814,91.54,58,40,9.22,scattered clouds
594,Taltal,CL,-25.4,-70.4833,65.75,81,15,2.04,few clouds
595,Normandin,CA,48.8333,-72.5321,7.11,72,100,11.5,overcast clouds
596,Jonesboro,US,35.8423,-90.7043,30.07,63,0,5.01,clear sky
597,Herat,AF,34.5,62.0,31.82,48,0,2.33,clear sky
598,Aljezur,PT,37.3191,-8.8033,52.09,73,100,8.77,overcast clouds
599,Dong Hoi,VN,17.4833,106.6,78.94,70,70,2.04,broken clouds
600,Boromo,BF,11.75,-2.9333,63.77,15,6,7.25,clear sky
601,Chernyshevskiy,RU,63.0128,112.4714,1.36,88,54,3.22,broken clouds
602,Vostok,RU,46.4856,135.8833,6.64,85,40,3.91,scattered clouds
603,Buala,SB,-8.145,159.5921,86.23,70,43,7.25,light rain
604,Manadhoo,MV,5.7667,73.3833,81.25,66,81,10.09,broken clouds
605,Masterton,NZ,-40.9597,175.6575,75.96,74,74,7.29,broken clouds
606,Saint-Georges,GD,12.0564,-61.7485,77.18,68,42,13.49,scattered clouds
607,Plettenberg Bay,ZA,-34.0527,23.3716,77.27,53,0,4.03,clear sky
608,Namatanai,PG,-3.6667,152.4333,85.62,66,47,7.18,scattered clouds
609,Ouallam,NE,14.3188,2.0866,58.96,21,10,11.21,clear sky
610,Naze,JP,28.3667,129.4833,63.52,90,100,18.95,overcast clouds
611,Camopi,GF,3.1655,-52.3158,70.61,99,94,1.77,overcast clouds
612,Ouadda,CF,8.0777,22.4007,62.89,28,25,4.7,scattered clouds
613,Bunesti,RO,46.8333,27.9667,27.59,92,99,14.05,light snow
614,Charagua,BO,-19.8,-63.2167,70.81,83,96,8.34,overcast clouds
615,Killybegs,IE,54.6333,-8.45,44.46,78,100,12.95,overcast clouds
616,Komsomolskiy,UZ,40.4272,71.7189,35.02,86,75,0.0,mist
617,Saint-Denis,FR,48.9167,2.3333,40.59,87,100,3.0,overcast clouds
618,Amahai,ID,-3.3333,128.9167,86.81,64,37,5.77,scattered clouds
619,Jiuquan,CN,39.7432,98.5174,28.8,39,0,2.19,clear sky
620,Tilichiki,RU,60.4667,166.1,-17.99,87,1,7.76,clear sky
621,Slave Lake,CA,55.2834,-114.769,44.58,45,100,24.16,overcast clouds
622,Jojoima,SL,7.8792,-10.7878,61.84,76,1,2.15,clear sky
623,Birin,NP,26.8865,88.0718,50.04,63,76,3.11,broken clouds
624,Akyab,MM,20.15,92.9,75.54,45,49,1.88,scattered clouds
625,Monroe,US,43.1501,-77.6831,26.22,73,100,14.97,overcast clouds
626,Nuuk,GL,64.1835,-51.7216,13.98,84,100,13.49,light snow
627,Hualmay,PE,-11.0964,-77.6139,71.08,87,9,7.85,clear sky
628,Waipawa,NZ,-41.4122,175.5153,65.3,77,97,7.43,overcast clouds
629,Sabang,ID,5.8933,95.3214,81.32,72,67,10.42,broken clouds
630,Pontes E Lacerda,BR,-15.2261,-59.3353,73.69,83,47,1.81,scattered clouds
631,Banjar,ID,-8.19,114.9675,87.66,64,67,5.37,broken clouds
632,Ranong,TH,9.9658,98.6348,85.93,57,22,4.74,few clouds
633,Dayong,CN,25.0209,118.2898,67.68,65,72,0.69,broken clouds
634,Burnie,AU,-41.0667,145.9167,74.95,55,100,6.67,overcast clouds
635,Horadiz,AZ,39.4488,47.3353,29.17,59,91,6.46,overcast clouds
636,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,71.26,70,61,4.25,broken clouds
637,Acapulco,MX,16.8634,-99.8901,75.02,88,40,3.44,scattered clouds
638,Houma,US,29.5958,-90.7195,42.8,69,1,1.01,clear sky
639,Vyartsilya,RU,62.1764,30.693,15.37,96,100,5.57,overcast clouds
640,Sobolevo,RU,54.4299,31.8996,7.68,97,94,7.23,light snow
641,Soyo,AO,-6.1349,12.3689,75.2,83,38,3.71,scattered clouds
642,Pemba,MZ,-12.974,40.5178,77.7,94,75,5.75,broken clouds
643,Darnah,LY,32.767,22.6367,53.46,54,100,21.63,overcast clouds
644,Indian Head,US,38.6001,-77.1622,29.16,54,20,0.0,few clouds
645,Half Moon Bay,US,37.4636,-122.4286,58.33,57,0,0.0,clear sky
646,Diphu,IN,25.8333,93.4333,60.49,52,26,2.19,scattered clouds
647,Lebanon,US,36.2081,-86.2911,29.16,81,75,0.0,broken clouds
648,Arys,KZ,42.4252,68.795,32.22,69,9,3.4,clear sky
649,Santa Cruz,BO,-17.8,-63.1667,74.66,94,40,9.22,scattered clouds
650,Krasnokholmskiy,RU,55.9873,55.0466,2.68,96,100,4.18,overcast clouds
651,Mlowo,TZ,-9.0,32.9833,60.01,94,100,3.42,overcast clouds
652,Iracoubo,GF,5.4802,-53.2011,74.89,89,96,4.12,overcast clouds
653,Lebowakgomo,ZA,-24.2,29.5,56.3,71,10,5.86,clear sky
654,Yantzaza,EC,-3.8278,-78.7594,67.15,99,59,0.31,light rain
655,Karatuzskoye,RU,53.6072,92.8667,1.17,95,94,1.59,overcast clouds
656,Smithers,CA,54.7804,-127.1743,30.52,86,100,2.3,overcast clouds
657,Muros,ES,42.7762,-9.0603,44.24,90,2,5.41,clear sky
658,Praia,CV,14.9215,-23.5087,72.14,78,40,12.66,scattered clouds
659,Hede,CN,33.7681,120.2517,42.13,86,100,17.45,light rain
660,Lichinga,MZ,-13.3128,35.2406,62.69,94,75,4.61,broken clouds
661,Nioro,GM,13.35,-15.75,72.9,14,30,7.85,scattered clouds
662,Tomatlan,MX,19.9333,-105.25,68.95,95,81,3.53,broken clouds
663,Urucara,BR,-2.5364,-57.76,73.92,97,100,1.25,heavy intensity rain
664,Manzanillo,CU,20.3433,-77.1167,73.18,83,5,1.54,clear sky
665,Aban,RU,56.67,96.06,5.76,93,100,2.01,overcast clouds
666,Kozhva,RU,65.1073,57.0459,-0.92,96,32,6.31,scattered clouds
667,Qingyuan,CN,23.7,113.0333,67.98,97,100,1.88,overcast clouds
668,Pathein,MM,16.7833,94.7333,83.98,41,22,1.81,few clouds
669,Mahayag,PH,8.1183,123.4455,84.36,75,71,2.13,broken clouds
670,Benicarlo,ES,40.4165,0.4271,41.25,76,4,4.79,clear sky
671,Akureyri,IS,65.6835,-18.0878,33.73,80,100,10.36,overcast clouds
672,Salcedo,PH,12.8105,121.4674,82.42,71,23,6.46,few clouds
673,Wundanyi,KE,-3.4019,38.364,65.19,62,63,3.18,broken clouds
674,Kita,ML,13.0349,-9.4895,66.87,17,6,7.7,clear sky
675,Binabalian,PH,16.4202,119.9279,80.53,71,74,5.57,broken clouds
676,Haines Junction,CA,60.7522,-137.5108,37.35,75,74,8.05,broken clouds
677,Turbo,CO,8.0937,-76.7269,77.2,90,97,7.16,overcast clouds
678,Conde,BR,-7.2597,-34.9075,76.46,88,20,3.44,few clouds
679,Maldonado,UY,-34.6667,-54.9167,72.79,86,8,8.43,clear sky
680,Kuna,US,43.4918,-116.4201,32.56,85,100,3.44,overcast clouds
681,Adrar,MR,20.5022,-10.0711,61.23,18,68,10.27,broken clouds
682,Quelimane,MZ,-17.8786,36.8883,73.96,95,100,6.53,light rain
683,Tsiroanomandidy,MG,-18.7667,46.0333,72.77,82,100,11.03,overcast clouds
684,Buckeye,US,33.3703,-112.5838,63.14,65,100,5.97,overcast clouds
685,Koungou,YT,-12.7336,45.2042,80.31,83,75,20.71,moderate rain
686,Lubango,AO,-14.9172,13.4925,62.2,69,98,4.9,overcast clouds
687,Rosetta,EG,31.4044,30.4164,51.62,72,69,20.24,broken clouds
688,Alyangula,AU,-13.8483,136.4192,84.07,89,100,5.75,thunderstorm
689,Chokwe,MZ,-24.5333,32.9833,72.39,78,66,10.94,broken clouds
690,Sadri,IN,25.1833,73.4333,60.51,49,6,1.79,clear sky
691,Southbridge,US,42.0751,-72.0334,19.56,82,76,4.0,broken clouds
692,Baykit,RU,61.67,96.37,5.16,96,99,1.14,overcast clouds
693,Gopalpur,IN,19.2667,84.9167,77.9,62,0,9.19,clear sky
694,Koster,ZA,-25.863,26.8976,55.0,73,34,11.16,scattered clouds
