City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Samarai,PG,2022-01-22 16:40:14,-10.6167,150.6667,80.91,80,83,6.87
295,Umm Lajj,SA,2022-01-22 16:40:15,25.0213,37.2685,68.81,53,0,10.96
296,Rosarito,MX,2022-01-22 16:40:15,32.3333,-117.0333,62.15,34,0,8.57
297,Nishihara,JP,2022-01-22 16:40:15,26.1842,127.7558,66.25,94,100,12.66
298,Manowa,SL,2022-01-22 16:40:16,8.1667,-10.75,97.52,9,0,2.48
299,Gokul,IN,2022-01-22 16:40:16,27.45,77.7167,55.26,80,87,10.83
300,Strezhevoy,RU,2022-01-22 16:40:16,60.7333,77.5889,10.38,99,100,2.98
301,Keighley,GB,2022-01-22 16:40:17,53.8679,-1.9066,45.91,87,75,14.97
302,Podporozhye,RU,2022-01-22 16:40:17,60.9112,34.1706,-2.15,100,87,2.98
303,Micheweni,TZ,2022-01-22 16:40:18,-4.9667,39.8333,81.9,79,99,17.22
304,Takaka,NZ,2022-01-22 16:40:18,-40.85,172.8,58.96,57,4,2.75
305,Mount Gambier,AU,2022-01-22 16:40:18,-37.8333,140.7667,69.71,56,99,6.91
306,Pevek,RU,2022-01-22 16:40:19,69.7008,170.3133,-33.77,98,98,4.38
307,Immokalee,US,2022-01-22 16:40:19,26.4187,-81.4173,67.91,94,100,11.5
308,Basco,PH,2022-01-22 16:40:19,20.4487,121.9702,77.27,75,100,23.85
309,Rusape,ZW,2022-01-22 16:40:20,-18.5278,32.1284,60.6,70,22,7.54
310,Ugoofaaru,MV,2022-01-22 16:40:20,5.6667,73.0,81.41,68,100,11.43
311,Garissa,KE,2022-01-22 16:40:20,-0.4536,39.6401,85.86,32,100,6.85
312,Harnosand,SE,2022-01-22 16:40:21,62.6323,17.9379,27.0,91,96,5.75
313,Mahajanga,MG,2022-01-22 16:37:29,-15.7167,46.3167,80.62,83,40,10.36
314,Roald,NO,2022-01-22 16:40:21,62.5833,6.1333,48.34,76,20,19.57
315,Brae,GB,2022-01-22 16:40:21,60.3964,-1.353,48.11,84,96,23.69
316,Goya,AR,2022-01-22 16:40:22,-29.14,-59.2626,107.73,20,4,12.57
317,Zyryanka,RU,2022-01-22 16:40:22,65.75,150.85,-44.97,100,95,2.59
318,Deputatskiy,RU,2022-01-22 16:40:23,69.3,139.9,-12.46,91,100,4.25
319,Nola,IT,2022-01-22 16:40:23,40.922,14.5329,50.56,49,1,1.28
320,Tiarei,PF,2022-01-22 16:41:23,-17.5333,-149.3333,80.62,78,100,16.98
321,Zhangye,CN,2022-01-22 16:41:24,38.9342,100.4517,23.05,47,18,1.21
322,Hemsedal,NO,2022-01-22 16:41:24,60.8629,8.5534,39.24,89,100,7.11
323,Nichinan,JP,2022-01-22 16:41:24,31.6,131.3667,48.76,81,100,2.91
324,Omboue,GA,2022-01-22 16:41:25,-1.5746,9.2618,79.86,82,81,7.65
325,Satipo,PE,2022-01-22 16:41:25,-11.2522,-74.6386,85.12,56,91,1.61
326,Burgersdorp,ZA,2022-01-22 16:41:25,-30.9977,26.3286,76.62,25,3,20.98
327,Georgetown,MY,2022-01-22 16:38:24,5.4112,100.3354,82.89,80,20,1.99
328,Yulara,AU,2022-01-22 16:41:26,-25.2406,130.9889,80.44,57,40,4.61
329,Bonavista,CA,2022-01-22 16:41:26,48.6499,-53.1147,21.11,65,65,7.67
330,Prabumulih,ID,2022-01-22 16:41:27,-3.45,104.25,74.05,97,100,1.03
331,Catubig,PH,2022-01-22 16:41:27,12.4098,125.0548,73.62,95,51,3.94
332,Vila,PT,2022-01-22 16:41:27,42.0304,-8.1588,45.48,48,0,2.95
333,Aswan,EG,2022-01-22 16:41:28,24.0934,32.907,59.52,23,0,11.21
334,Gejiu,CN,2022-01-22 16:41:28,23.306,103.1635,40.46,89,34,2.77
335,Port Shepstone,ZA,2022-01-22 16:41:29,-30.7414,30.455,75.15,67,65,12.73
336,Gidole,ET,2022-01-22 16:41:29,5.65,37.3667,65.05,40,100,1.95
337,Nehe,CN,2022-01-22 16:41:29,48.4833,124.8333,-11.94,100,67,2.89
338,Katobu,ID,2022-01-22 16:41:30,-4.9408,122.5276,76.86,88,100,2.35
339,Muret,FR,2022-01-22 16:41:30,43.3333,1.25,40.44,75,0,1.01
340,Marienburg,PL,2022-01-22 16:41:30,54.0359,19.0266,34.12,76,99,9.93
341,Pemba,MZ,2022-01-22 16:41:31,-12.974,40.5178,81.3,78,75,6.91
342,Yar-Sale,RU,2022-01-22 16:41:31,66.8333,70.8333,9.91,96,100,4.63
343,Cumana,VE,2022-01-22 16:41:31,10.4635,-64.1775,82.49,66,75,18.28
344,Gat,IL,2022-01-22 16:38:01,31.61,34.7642,56.08,6,33,6.2
345,Mangrol,IN,2022-01-22 16:41:32,21.1167,70.1167,67.28,54,0,18.39
346,Mantua,IT,2022-01-22 16:41:32,45.1667,10.7833,43.83,86,2,3.0
347,Sept-Iles,CA,2022-01-22 16:41:33,50.2001,-66.3821,5.52,66,20,3.44
348,Nakusp,CA,2022-01-22 16:41:33,50.2499,-117.8023,30.54,100,99,0.0
349,Windhoek,NA,2022-01-22 16:36:36,-22.5594,17.0832,82.89,25,40,12.66
350,Moerai,PF,2022-01-22 16:41:34,-22.4333,-151.3333,77.7,78,100,20.29
351,San Vicente,AR,2022-01-22 16:41:34,-26.6167,-54.1333,94.41,30,32,6.15
352,Amarante Do Maranhao,BR,2022-01-22 16:41:34,-5.5667,-46.7422,88.16,53,10,5.28
353,Killarney,IE,2022-01-22 16:41:35,52.05,-9.5167,45.25,74,81,3.96
354,Boyolangu,ID,2022-01-22 16:41:35,-8.1181,111.8935,75.63,91,100,1.9
355,Pathein,MM,2022-01-22 16:41:35,16.7833,94.7333,65.21,73,5,5.46
356,Tiksi,RU,2022-01-22 16:41:36,71.6872,128.8694,-3.69,91,100,10.56
357,Alexander City,US,2022-01-22 16:41:36,32.944,-85.9539,40.41,65,40,4.61
358,Qaqortoq,GL,2022-01-22 16:41:37,60.7167,-46.0333,9.1,70,3,6.46
359,Barillas,GT,2022-01-22 16:41:37,15.8036,-91.3158,68.34,84,83,3.11
360,Azare,NG,2022-01-22 16:41:37,11.6765,10.1948,77.27,16,9,8.72
361,Batemans Bay,AU,2022-01-22 16:41:38,-35.7167,150.1833,63.91,85,75,4.34
362,Berlevag,NO,2022-01-22 16:41:38,70.8578,29.0864,24.71,87,100,28.57
363,Pitimbu,BR,2022-01-22 16:41:38,-7.4706,-34.8086,88.39,57,4,10.11
364,Praia,CV,2022-01-22 16:41:39,14.9215,-23.5087,77.54,65,75,17.27
365,Balykshi,KZ,2022-01-22 16:41:39,47.0667,51.8667,15.8,86,30,13.42
366,Bajil,YE,2022-01-22 16:41:39,15.0584,43.2851,80.02,55,79,5.17
367,Caranavi,BO,2022-01-22 16:41:40,-15.8167,-67.55,75.02,76,50,3.18
368,Shimoda,JP,2022-01-22 16:42:40,34.6667,138.95,38.1,68,8,2.19
369,Nicoya,CR,2022-01-22 16:42:41,10.1483,-85.452,87.35,42,1,11.9
370,Luderitz,NA,2022-01-22 16:42:41,-26.6481,15.1594,77.25,65,98,6.44
371,Dwarka,IN,2022-01-22 16:39:17,22.2394,68.9678,66.11,52,0,21.18
372,Saint-Pierre,RE,2022-01-22 16:42:42,-21.3393,55.4781,83.88,79,20,6.91
373,Mykolayivka,UA,2022-01-22 16:42:42,47.5414,30.7561,26.62,81,84,6.71
374,Constitucion,CL,2022-01-22 16:42:43,-35.3333,-72.4167,66.99,63,3,8.88
375,Auki,SB,2022-01-22 16:42:43,-8.7676,160.7034,78.89,85,44,5.53
376,Sonoita,MX,2022-01-22 16:42:43,31.85,-112.8333,58.24,34,93,6.22
377,Yakeshi,CN,2022-01-22 16:42:44,49.2833,120.7333,-14.24,100,100,2.53
378,Fujin,CN,2022-01-22 16:42:44,47.26,132.0322,-18.67,100,32,4.25
379,Cap-Aux-Meules,CA,2022-01-22 16:42:45,47.3821,-61.8597,21.25,68,100,6.91
380,Broken Hill,AU,2022-01-22 16:42:45,-31.95,141.4333,76.71,61,100,3.44
381,Tual,ID,2022-01-22 16:42:46,-5.6667,132.75,83.07,74,92,16.6
382,Maloy,NO,2022-01-22 16:42:46,61.9353,5.1136,46.81,92,100,13.0
383,Abnub,EG,2022-01-22 16:42:46,27.2696,31.1511,53.6,40,0,7.87
384,Andilamena,MG,2022-01-22 16:42:47,-17.0167,48.5833,65.37,98,100,1.97
385,Praia Da Vitoria,PT,2022-01-22 16:42:47,38.7333,-27.0667,62.85,77,40,8.61
386,Sechura,PE,2022-01-22 16:42:48,-5.5569,-80.8222,80.94,57,18,10.0
387,Atmakur,IN,2022-01-22 16:42:48,15.8833,78.5833,74.35,42,5,6.62
388,Richards Bay,ZA,2022-01-22 16:42:49,-28.783,32.0377,72.7,73,37,8.1
389,Aitape,PG,2022-01-22 16:42:49,-3.1374,142.3475,77.67,88,92,4.34
390,Turtas,RU,2022-01-22 16:42:49,58.9417,69.1325,3.83,99,81,3.65
391,Mariental,NA,2022-01-22 16:42:50,-24.6333,17.9667,90.34,19,89,13.71
392,Baykit,RU,2022-01-22 16:42:50,61.67,96.37,-2.31,100,100,0.87
393,Slave Lake,CA,2022-01-22 16:41:00,55.2834,-114.769,26.58,93,100,6.91
394,Birao,CF,2022-01-22 16:42:51,10.2849,22.7882,77.9,15,72,5.97
395,Castro,BR,2022-01-22 16:42:51,-24.7911,-50.0119,82.51,56,9,3.49
396,Buraydah,SA,2022-01-22 16:42:51,26.326,43.975,55.85,24,0,8.63
397,Ferrol,ES,2022-01-22 16:42:52,43.4832,-8.2369,55.65,67,1,6.53
398,Oum Hadjer,TD,2022-01-22 16:42:52,13.2954,19.6966,81.36,13,2,7.99
399,Vardo,NO,2022-01-22 16:42:52,70.3705,31.1107,26.47,84,100,35.88
400,Sao Pedro Do Sul,BR,2022-01-22 16:42:53,-29.6206,-54.1789,99.25,21,26,8.46
401,Dali,CN,2022-01-22 16:42:53,25.7,100.1833,37.89,82,23,5.46
402,Bom Jardim,BR,2022-01-22 16:42:53,-7.7958,-35.5872,91.74,29,1,10.65
403,Baghdad,IQ,2022-01-22 16:42:54,33.3406,44.4009,46.31,49,0,4.61
404,Alyangula,AU,2022-01-22 16:42:54,-13.8483,136.4192,78.67,100,93,2.3
405,Belmonte,BR,2022-01-22 16:42:54,-15.8631,-38.8828,84.7,69,14,8.1
406,Puerto Madryn,AR,2022-01-22 16:38:47,-42.7692,-65.0385,86.02,19,44,22.12
407,Barra Do Garcas,BR,2022-01-22 16:42:55,-15.89,-52.2567,90.99,48,2,4.9
408,Chulman,RU,2022-01-22 16:42:55,56.8479,124.9104,-20.27,100,100,1.01
409,Nyurba,RU,2022-01-22 16:42:56,63.2842,118.3319,-10.28,99,35,5.99
410,Rock Hill,US,2022-01-22 16:42:56,34.9249,-81.0251,32.95,51,0,11.5
411,Nanhai,CN,2022-01-22 16:42:57,30.1282,111.7784,37.22,82,100,12.19
412,Kaniv,UA,2022-01-22 16:42:57,49.7518,31.46,22.44,94,91,6.22
413,Tarko-Sale,RU,2022-01-22 16:43:58,64.9225,77.785,5.41,94,88,11.48
414,Estelle,US,2022-01-22 16:43:58,29.8458,-90.1067,41.0,66,0,8.99
415,Riyadh,SA,2022-01-22 16:42:47,24.6877,46.7219,53.74,20,0,6.44
416,Srednekolymsk,RU,2022-01-22 16:43:59,67.45,153.6833,-44.12,99,98,5.59
417,Ancud,CL,2022-01-22 16:43:59,-41.8697,-73.8203,56.73,62,97,15.32
418,La Tuque,CA,2022-01-22 16:43:59,47.4334,-72.7824,-10.95,70,71,2.3
419,Sibolga,ID,2022-01-22 16:44:00,1.7427,98.7792,76.01,89,93,4.12
420,Laguna,US,2022-01-22 16:44:00,38.421,-121.4238,58.84,53,0,3.0
421,Maniitsoq,GL,2022-01-22 16:44:01,65.4167,-52.9,8.49,92,100,12.35
422,Centralia,US,2022-01-22 16:44:01,46.7162,-122.9543,41.05,85,100,9.22
423,Paamiut,GL,2022-01-22 16:44:01,61.994,-49.6678,5.45,75,13,7.99
424,Bibiani,GH,2022-01-22 16:44:02,6.4635,-2.3194,94.35,15,1,4.25
425,Policka,CZ,2022-01-22 16:44:02,49.7146,16.2654,28.22,96,25,4.92
426,Hidalgo,MX,2022-01-22 16:41:10,20.5,-99.0,56.75,65,53,6.24
427,Tete,MZ,2022-01-22 16:44:03,-16.1564,33.5867,87.89,45,75,9.22
428,Itarema,BR,2022-01-22 16:44:03,-2.9248,-39.9167,87.19,58,47,14.2
429,Port Moresby,PG,2022-01-22 16:41:48,-9.4431,147.1797,74.62,94,75,5.75
430,Plettenberg Bay,ZA,2022-01-22 16:44:04,-34.0527,23.3716,76.21,72,71,13.89
431,Khani,GE,2022-01-22 16:44:04,41.9563,42.9566,35.17,76,100,8.23
432,Matara,LK,2022-01-22 16:44:04,5.9485,80.5353,73.58,81,32,3.53
433,Grafton,US,2022-01-22 16:40:26,42.207,-71.6856,24.15,52,0,1.99
434,Fengzhen,CN,2022-01-22 16:44:05,40.4394,113.1536,20.75,86,8,1.59
435,Hofn,IS,2022-01-22 16:44:05,64.2539,-15.2082,38.86,80,75,28.66
436,Martapura,ID,2022-01-22 16:44:06,-3.4167,114.85,77.09,94,40,3.44
437,Hamilton,US,2022-01-22 16:43:44,39.1834,-84.5333,27.64,63,0,1.01
438,Asau,RO,2022-01-22 16:44:06,46.4333,26.4,30.4,52,99,4.14
439,Noumea,NC,2022-01-22 16:44:07,-22.2763,166.4572,80.01,99,27,3.22
440,Majene,ID,2022-01-22 16:44:07,-3.5403,118.9707,77.54,82,95,3.89
441,Murighiol,RO,2022-01-22 16:44:07,45.0333,29.1667,27.45,48,5,4.99
442,Bosaso,SO,2022-01-22 16:44:08,11.2842,49.1816,76.69,77,56,12.39
443,Reconquista,AR,2022-01-22 16:40:12,-29.15,-59.65,107.8,20,5,16.31
444,Anadyr,RU,2022-01-22 16:44:08,64.75,177.4833,-5.01,76,40,5.99
445,Ozernovskiy,RU,2022-01-22 16:44:09,51.5,156.5167,23.45,88,100,3.56
446,Sao Jose Da Coroa Grande,BR,2022-01-22 16:44:09,-8.8978,-35.1478,85.21,57,16,8.93
447,Carutapera,BR,2022-01-22 16:44:10,-1.195,-46.02,85.6,63,18,7.25
448,Senj,HR,2022-01-22 16:44:10,44.9894,14.9058,42.73,84,16,7.09
449,Ojinaga,MX,2022-01-22 16:44:11,29.5667,-104.4167,49.57,46,0,16.11
450,Port-Gentil,GA,2022-01-22 16:44:11,-0.7193,8.7815,82.36,78,75,13.8
451,Tezu,IN,2022-01-22 16:44:11,27.9167,96.1667,56.39,69,97,2.93
452,Cabedelo,BR,2022-01-22 16:44:12,-6.9811,-34.8339,88.47,56,18,10.09
453,Port Keats,AU,2022-01-22 16:44:12,-14.25,129.55,80.46,86,100,8.01
454,Chumikan,RU,2022-01-22 16:44:12,54.7183,135.315,-3.71,85,89,19.69
455,Manitowoc,US,2022-01-22 16:44:13,44.0667,-87.8001,24.42,79,100,7.0
456,Ashington,GB,2022-01-22 16:44:13,50.9331,-0.3909,42.93,82,75,5.75
457,Ahuimanu,US,2022-01-22 16:44:14,21.4447,-157.8378,73.45,88,20,1.01
458,Angoram,PG,2022-01-22 16:44:14,-4.0625,144.0661,72.52,99,80,1.43
459,Raga,SS,2022-01-22 16:45:14,8.4596,25.678,75.83,20,27,3.83
460,Nedryhayliv,UA,2022-01-22 16:45:15,50.834,33.8763,11.19,99,89,4.81
461,Margate,GB,2022-01-22 16:45:15,51.3813,1.3862,43.7,83,2,1.99
462,Komsomolskiy,UZ,2022-01-22 16:45:17,40.4272,71.7189,36.82,75,75,13.8
463,Touros,BR,2022-01-22 16:45:17,-5.1989,-35.4608,88.7,50,7,13.0
464,Adiake,CI,2022-01-22 16:45:18,5.2863,-3.304,85.59,52,6,11.18
465,Vila Franca Do Campo,PT,2022-01-22 16:45:18,37.7167,-25.4333,64.2,70,69,8.03
466,Kingori,TZ,2022-01-22 16:45:19,-3.2833,36.9833,79.18,47,75,13.8
467,Thai Binh,VN,2022-01-22 16:45:19,20.45,106.3333,68.0,94,70,2.84
468,Labuan,MY,2022-01-22 16:45:19,5.2767,115.2417,79.16,94,20,0.0
469,Meulaboh,ID,2022-01-22 16:45:20,4.1363,96.1285,77.61,85,15,3.49
470,Santiago Del Estero,AR,2022-01-22 16:45:20,-27.7951,-64.2615,102.74,27,5,17.52
471,Bhander,IN,2022-01-22 16:45:20,25.7333,78.75,59.56,74,75,3.06
472,Dabakala,CI,2022-01-22 16:45:21,8.3667,-4.4333,94.17,10,28,5.64
473,Malumfashi,NG,2022-01-22 16:45:21,11.7853,7.6218,75.99,15,6,9.01
474,Lethem,GY,2022-01-22 16:45:22,3.3803,-59.7968,91.83,42,89,11.63
475,Lodwar,KE,2022-01-22 16:45:22,3.1191,35.5973,85.86,27,100,9.44
476,Wanning,CN,2022-01-22 16:45:22,18.8003,110.3967,70.83,94,79,1.99
477,Balkhash,KZ,2022-01-22 16:45:23,46.844,74.9804,8.78,82,100,8.81
478,Sukhumi,GE,2022-01-22 16:45:23,43.0033,41.0153,44.85,80,100,5.88
479,Kilindoni,TZ,2022-01-22 16:45:24,-7.9139,39.6668,80.85,81,100,11.95
480,Xichang,CN,2022-01-22 16:45:24,27.8964,102.2634,42.49,72,45,1.34
481,Port Blair,IN,2022-01-22 16:45:24,11.6667,92.75,75.24,88,20,2.3
482,Erzurum,TR,2022-01-22 16:45:25,40.0,41.5,10.08,80,99,5.73
483,Xai-Xai,MZ,2022-01-22 16:45:25,-25.0519,33.6442,75.24,71,71,17.18
484,Fare,PF,2022-01-22 16:45:26,-16.7,-151.0167,80.87,77,94,17.2
485,Kirkenaer,NO,2022-01-22 16:45:26,60.4564,12.0582,25.45,98,84,0.92
486,Kampene,CD,2022-01-22 16:45:27,-3.6,26.6667,68.83,97,98,1.01
487,Morant Bay,JM,2022-01-22 16:45:27,17.8815,-76.4093,83.82,75,22,10.09
488,Kenitra,MA,2022-01-22 16:45:28,34.261,-6.5802,73.72,54,32,11.39
489,Ende,ID,2022-01-22 16:45:28,-8.8432,121.6623,77.88,88,36,3.53
490,High Level,CA,2022-01-22 16:45:29,58.5169,-117.136,-0.29,85,100,9.22
491,Winslow,US,2022-01-22 16:45:29,35.0242,-110.6974,34.97,80,75,3.44
492,Chapaevsk,RU,2022-01-22 16:45:30,52.9813,49.7112,20.41,91,100,17.07
493,Linhares,BR,2022-01-22 16:45:30,-19.3911,-40.0722,83.61,63,66,8.43
494,Naze,JP,2022-01-22 16:45:30,28.3667,129.4833,61.48,70,100,19.19
495,Muros,ES,2022-01-22 16:45:31,42.7762,-9.0603,55.9,51,0,3.8
496,Tarakan,ID,2022-01-22 16:45:31,3.3,117.6333,79.65,80,25,6.31
497,Kaupanger,NO,2022-01-22 16:45:32,61.1845,7.2404,38.1,99,100,3.13
498,Shambu,ET,2022-01-22 16:45:32,9.5667,37.1,58.57,35,96,0.74
499,Mahanoro,MG,2022-01-22 16:45:32,-19.9,48.8,78.39,92,100,10.22
500,Gigmoto,PH,2022-01-22 16:45:33,13.7796,124.39,77.11,86,72,12.08
501,Coihaique,CL,2022-01-22 16:43:00,-45.5752,-72.0662,65.01,63,100,6.91
502,Kyra,RU,2022-01-22 16:45:34,49.5776,111.9753,2.95,97,99,1.07
503,Ahipara,NZ,2022-01-22 16:46:35,-35.1667,173.1667,59.31,90,43,5.46
504,Kuito,AO,2022-01-22 16:46:35,-12.3833,16.9333,67.86,64,100,1.57
505,Binga,ZW,2022-01-22 16:46:35,-17.6203,27.3414,74.03,66,11,5.12
506,Mishan,CN,2022-01-22 16:46:36,45.55,131.8833,-12.75,99,29,2.75
507,Aransas Pass,US,2022-01-22 16:46:36,27.9095,-97.15,49.01,70,0,14.0
508,Palaikastron,GR,2022-01-22 16:46:36,35.2,26.25,52.75,82,97,21.77
509,Le Mans,FR,2022-01-22 16:46:37,48.0,0.2,47.82,72,100,5.75
510,Ovsyanka,RU,2022-01-22 16:46:37,55.9575,92.5519,0.57,100,91,3.53
511,Samur,RU,2022-01-22 16:46:38,41.8253,48.486,38.66,63,54,6.11
512,Kungurtug,RU,2022-01-22 16:46:38,50.5994,97.5228,7.23,98,100,2.15
513,Hami,CN,2022-01-22 16:46:38,42.8,93.45,26.01,51,2,4.76
514,Mikumi,TZ,2022-01-22 16:46:39,-7.4041,36.9831,72.12,93,96,1.21
515,Mareeba,AU,2022-01-22 16:46:39,-17.0,145.4333,74.12,92,82,2.15
516,Chifeng,CN,2022-01-22 16:46:40,42.2683,118.9636,12.78,68,33,1.16
517,Tautira,PF,2022-01-22 16:46:40,-17.7333,-149.15,80.62,78,100,18.57
518,Mayo,US,2022-01-22 16:46:41,38.8876,-76.5119,30.18,52,0,4.0
519,Santa Isabel Do Rio Negro,BR,2022-01-22 16:46:41,-0.4139,-65.0192,81.64,89,78,3.0
520,Tra Vinh,VN,2022-01-22 16:46:41,9.9347,106.3453,73.09,90,82,4.14
521,Boquira,BR,2022-01-22 16:46:42,-12.8231,-42.7306,86.45,44,14,4.47
522,Senador Jose Porfirio,BR,2022-01-22 16:46:43,-2.5908,-51.9542,83.79,71,53,3.67
523,Tevriz,RU,2022-01-22 16:46:43,57.509,72.4042,-4.5,99,30,3.24
524,Haian,CN,2022-01-22 16:46:43,32.5436,120.45,46.98,98,100,10.09
525,Thaba-Tseka,LS,2022-01-22 16:46:44,-29.522,28.6084,59.34,49,0,9.91
526,Tigil,RU,2022-01-22 16:46:44,57.8,158.6667,-18.2,100,99,3.22
527,Melfi,IT,2022-01-22 16:46:45,40.9965,15.6514,38.5,61,4,4.99
528,Varsag,RO,2022-01-22 16:46:45,46.5167,25.35,19.06,98,100,3.33
529,Severo-Yeniseyskiy,RU,2022-01-22 16:46:45,60.3725,93.0408,-4.11,100,99,2.73
530,Barreirinhas,BR,2022-01-22 16:46:46,-2.7469,-42.8264,84.74,70,59,7.18
531,Erenhot,CN,2022-01-22 16:46:46,43.6475,111.9767,8.06,83,14,9.01
532,Shahrud,IR,2022-01-22 16:46:46,36.4182,54.9763,25.95,48,0,2.71
533,Lorengau,PG,2022-01-22 16:46:47,-2.0226,147.2712,81.32,75,99,3.49
534,Takestan,IR,2022-01-22 16:46:48,36.0696,49.6959,28.53,44,1,1.68
535,Roseburg,US,2022-01-22 16:43:56,43.2165,-123.3417,43.5,85,100,0.0
536,Biak,ID,2022-01-22 16:46:48,-0.9131,122.8766,75.34,86,67,3.47
537,Kaeo,NZ,2022-01-22 16:46:48,-35.1,173.7833,57.33,93,47,6.08
538,Saint Anthony,US,2022-01-22 16:46:49,45.0205,-93.218,10.74,62,0,5.01
539,Beidao,CN,2022-01-22 16:46:49,34.5686,105.8933,34.5,78,100,2.84
540,Saint-Leu,RE,2022-01-22 16:46:50,-21.15,55.2833,83.26,83,22,5.99
541,Batagay,RU,2022-01-22 16:46:50,67.6333,134.6333,-19.05,89,100,3.85
542,Rogozno,PL,2022-01-22 16:46:50,52.7523,16.9905,30.97,86,58,7.43
543,Ust-Karsk,RU,2022-01-22 16:46:51,52.7011,118.8077,-13.77,100,95,1.54
544,Seoul,KR,2022-01-22 16:43:06,37.5683,126.9778,33.24,57,0,2.3
545,Moron,AR,2022-01-22 16:46:51,-34.6534,-58.6198,83.97,80,100,12.66
546,Bazarnyye Mataki,RU,2022-01-22 16:46:52,54.8833,49.9333,21.81,94,100,16.71
547,Vaitape,PF,2022-01-22 16:46:52,-16.5167,-151.75,80.2,78,100,14.97
548,Merauke,ID,2022-01-22 16:46:52,-8.4667,140.3333,76.8,94,100,8.61
549,Mbanza-Ngungu,CD,2022-01-22 16:46:53,-5.25,14.8667,73.35,87,72,3.27
550,Baguanos,CU,2022-01-22 16:46:53,20.7517,-76.0269,82.69,47,1,7.23
551,Chama,CH,2022-01-22 16:46:53,47.1821,8.4636,37.56,70,100,0.0
552,Kimbe,PG,2022-01-22 16:47:54,-5.5502,150.1429,75.99,93,82,1.92
553,Kaili,ID,2022-01-22 16:47:54,-3.4626,120.2147,66.63,89,81,3.8
554,Leshukonskoye,RU,2022-01-22 16:47:55,64.8989,45.7622,-0.72,98,50,4.14
555,Virginia Beach,US,2022-01-22 16:47:55,36.8529,-75.978,33.84,91,100,4.0
556,Manta,EC,2022-01-22 16:47:55,-0.95,-80.7333,80.38,78,75,5.75
557,Piquete,BR,2022-01-22 16:47:56,-22.6136,-45.1761,91.85,69,33,0.85
558,Ossora,RU,2022-01-22 16:47:56,59.2353,163.0719,-11.06,87,10,3.74
559,Burns Lake,CA,2022-01-22 16:47:56,54.2331,-125.7533,9.82,99,100,3.15
560,Douglas,US,2022-01-22 16:47:57,41.3,-96.167,33.98,64,0,1.99
561,Mapastepec,MX,2022-01-22 16:47:57,15.4333,-92.9,89.49,38,0,3.13
562,Morondava,MG,2022-01-22 16:47:58,-20.2833,44.2833,83.14,76,100,9.93
563,Redlands,US,2022-01-22 16:45:05,34.0556,-117.1825,61.02,28,0,18.41
564,Pacific Grove,US,2022-01-22 16:47:58,36.6177,-121.9166,59.09,44,0,8.01
565,Sabang,ID,2022-01-22 16:47:59,5.8933,95.3214,81.82,72,12,6.98
566,Palmeira,BR,2022-01-22 16:47:59,-25.4294,-50.0064,85.62,47,2,1.7
567,Sorland,NO,2022-01-22 16:47:59,67.667,12.6934,42.51,91,100,40.49
568,Brigantine,US,2022-01-22 16:48:00,39.4101,-74.3646,32.05,61,0,8.05
569,Uyemskiy,RU,2022-01-22 16:48:00,64.4743,40.8524,17.65,86,100,6.71
